;inscription_dates;university;carrera;first_name;last_name;gender;age;postal_code;location;email
1631;20/Dec/21;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Michelle-nelson;F;;;Almirante-solier;Bullockeric@yahoo.com
1632;21/Jan/08;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Christopher-campos;M;;;Aldea-beleiro;Allen75@gmail.com
1633;20/Oct/13;-universidad-abierta-interamericana;Farmacia;;Brenda-cabrera;F;;;Cerana;Rguerra@hotmail.com
1634;20/Nov/06;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Mariah-atkins;F;;;Angostura;Scottrodriguez@yahoo.com
1635;20/Oct/05;-universidad-abierta-interamericana;Ingeniería-mecánica;;Tara-harris;F;;;Favelli;Michelledrake@gmail.com
1636;21/Jan/20;-universidad-abierta-interamericana;Actuario-;;Thomas-alexander;M;;;Abo-nezu;Brian80@gmail.com
1637;20/Dec/17;-universidad-abierta-interamericana;Arquitectura;;Caitlin-johnson;F;;;Colonia-roca;Rebeccamacdonald@yahoo.com
1638;20/Dec/15;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Jo-rivera;F;;;Bajo-de-los-sueldos;Kevin58@yahoo.com
1639;20/Oct/04;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Harold-brown;M;;;Colonia-zambungo;Alyssamartin@gmail.com
1640;20/Sep/14;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Teresa-dickerson;F;;;Los-corredores;Sarahall@gmail.com
1641;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-artes;;Mary-adams;F;;;Alfredo-demarchi;Hillteresa@yahoo.com
1642;21/Jan/31;-universidad-abierta-interamericana;Farmacia;;Donald-graves;M;;;Oriente;Curtis18@gmail.com
1643;20/Oct/08;-universidad-abierta-interamericana;Medicina;;Jeremy-young;M;;;Buen-pasto;Laurawinters@hotmail.com
1644;20/Dec/30;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Victoria-silva;F;;;Arroyo-seco;Whamilton@yahoo.com
1645;20/Dec/12;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Nicole-underwood;F;;;Camino-centenario-km-11500;Millerrichard@hotmail.com
1646;20/Oct/29;-universidad-abierta-interamericana;Agronomía;;Kimberly-kerr;F;;;Bajo-guazu;Omaradams@yahoo.com
1647;21/Jan/30;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Andrew-roberts;M;;;Arroyo-moreira;April66@hotmail.com
1648;20/Sep/20;-universidad-abierta-interamericana;Actuario-;;Paul-english;M;;;Barrio-belgrano;Stephanie14@gmail.com
1649;20/Sep/07;-universidad-abierta-interamericana;Arquitectura;;Jeremy-fuentes;M;;;Barrancas;Leahsmith@hotmail.com
1650;20/Nov/10;-universidad-abierta-interamericana;Ingeniería-electrónica;;Lisa-davis;F;;;Chacabuco;Joseph87@yahoo.com
1651;20/Sep/02;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Michael-murphy;M;;;San-lorenzo;Murraydenise@gmail.com
1652;20/Sep/07;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Thomas-welch;M;;;Valle-hondo;Philip65@hotmail.com
1653;21/Jan/20;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Sara-grant;F;;;Arroyo-corralito;Jamesfritz@gmail.com
1654;20/Sep/27;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Shaun-clark;M;;;Alto-pencoso;Gramirez@gmail.com
1655;21/Jan/06;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Kathleen-thomas;F;;;Empalme-san-carlos;Thomaspaige@gmail.com
1656;20/Dec/23;-universidad-abierta-interamericana;Contador-público-;;Edward-guerrero;M;;;Bajo-de-raco;Oesparza@gmail.com
1657;20/Nov/09;-universidad-abierta-interamericana;Bioquímica;;William-richard;M;;;Alto-de-leiva;Sanchezkaitlin@hotmail.com
1658;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Keith-davis;M;;;El-perdido-est-jose-guisasola;Flowersdaniel@yahoo.com
1659;20/Sep/23;-universidad-abierta-interamericana;Contador-público-;;Karen-parker;F;;;Barrio-garin-norte;Jchen@yahoo.com
1660;21/Jan/12;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Robert-barnett;M;;;Gobernador-lanusse;Dboyer@hotmail.com
1661;20/Sep/18;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Brittney-cooper;F;;;Colonia-san-manuel;Kingkevin@gmail.com
1662;20/Dec/22;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Ronald-tate;M;;;Laguna-del-barro;Lisa10@yahoo.com
1663;20/Nov/30;-universidad-abierta-interamericana;Contador-público-;;Courtney-rose;F;;;Aldea-santa-maria;Yholder@yahoo.com
1664;20/Dec/17;-universidad-abierta-interamericana;Ciencias-veterinarias;;Brandy-harris;F;;;Puente-del-inca;Emilysanford@gmail.com
1665;20/Oct/03;-universidad-abierta-interamericana;Diseño-industrial;;Thomas-price;M;;;Arroyo-molino;Jimmy43@hotmail.com
1666;20/Oct/16;-universidad-abierta-interamericana;Actuario-;;Melanie-lynn;F;;;Capitan-castro;Kenneth82@gmail.com
1667;20/Sep/16;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Louis-becker;M;;;Moron;Gthomas@hotmail.com
1668;20/Oct/12;-universidad-abierta-interamericana;Farmacia;;Aaron-brown;M;;;Colonia-los-sauces;Hannahbaker@yahoo.com
1669;20/Dec/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Lee-nelson;M;;;Bahia-cracher;Benderamanda@yahoo.com
1670;20/Sep/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Dennis-fleming;M;;;Adrogue;Espinozaevan@hotmail.com
1671;20/Sep/24;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Rebecca-dixon;F;;;Chovet;Martha74@yahoo.com
1672;20/Dec/05;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Todd-lin;M;;;Colonia-devoto;Whitemarilyn@yahoo.com
1673;20/Oct/17;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Justin-garcia;M;;;Campo-sabate;Holmesrobin@yahoo.com
1674;20/Nov/08;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Shawn-wilkins;M;;;Cañadon-leon;Bhoffman@yahoo.com
1675;20/Dec/19;-universidad-abierta-interamericana;Agronomía;;Jennifer-jones;F;;;2-de-julio;Psanchez@hotmail.com
1676;20/Dec/04;-universidad-abierta-interamericana;Diseño-industrial;;Sarah-andrews;F;;;Alanices;Cookjohn@hotmail.com
1677;20/Dec/11;-universidad-abierta-interamericana;Bioquímica;;John-herrera;M;;;Arroyo-fedor;Amy13@yahoo.com
1678;20/Nov/24;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Melissa-roberts;F;;;Acostilla;Emilyfields@gmail.com
1679;20/Nov/15;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Dustin-jackson;M;;;Barrio-jardin-luzuriaga;Joshua47@hotmail.com
1680;20/Sep/16;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Shelly-daniel;F;;;Colonia-arocena-ina;Austindalton@yahoo.com
1681;20/Sep/16;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Eric-mooney;M;;;Colonia-josefa;Ryanedward@yahoo.com
1682;20/Sep/09;-universidad-abierta-interamericana;Ingeniería-mecánica;;Sandra-terry;F;;;Bahia-langara;Yrodriguez@hotmail.com
1683;20/Dec/03;-universidad-abierta-interamericana;Arquitectura;;Jeremy-smith;M;;;Alarcon;Bwright@gmail.com
1684;20/Dec/21;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;John-casey;M;;;28-de-noviembre;Halejames@gmail.com
1685;20/Nov/26;-universidad-abierta-interamericana;Ingeniería-en-informática;;Michelle-espinoza;F;;;Agua-de-la-mula;Veronicajohnson@hotmail.com
1686;20/Oct/04;-universidad-abierta-interamericana;Ciencias-veterinarias;;Rachel-berger;F;;;Colman;Pamelahays@gmail.com
1687;20/Dec/19;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Shannon-yoder;F;;;Dina-huapi;Kpatterson@hotmail.com
1688;20/Dec/06;-universidad-abierta-interamericana;Diseño-industrial;;Rebecca-santiago;F;;;Bocas;Andrewbrown@hotmail.com
1689;20/Sep/13;-universidad-abierta-interamericana;Farmacia;;Jackie-patrick;F;;;Alto-las-lechuzas;Yvonnehayes@yahoo.com
1690;20/Oct/03;-universidad-abierta-interamericana;Farmacia;;Stanley-norris;M;;;Colonia-matilde;Joneskenneth@yahoo.com
1691;20/Nov/09;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Amanda-ruiz;F;;;Olascoaga;Suarezwendy@yahoo.com
1692;20/Dec/03;-universidad-abierta-interamericana;Licenciatura-en-artes;;Stephanie-nguyen;F;;;Mariano-acosta;Johnmckinney@hotmail.com
1693;20/Sep/24;-universidad-abierta-interamericana;Contador-público-;;Joseph-adkins;M;;;Chumbicha;Hdoyle@gmail.com
1694;20/Dec/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Timothy-vance;M;;;El-cenizo;Jadams@hotmail.com
1695;20/Oct/25;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Joel-anderson;M;;;Casablanca;Matthew26@gmail.com
1696;20/Dec/04;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Rachel-tucker;F;;;Isla-los-laureles;Jamiegarcia@yahoo.com
1697;20/Oct/28;-universidad-abierta-interamericana;Contador-público-;;John-reeves;M;;;Esc-nav-militar-rio-sant;Clayjames@hotmail.com
1698;20/Nov/14;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Michael-leon;M;;;Puesto-de-isla;Lucasmassey@yahoo.com
1699;20/Dec/24;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Dakota-moses;M;;;Comandante-granville;Tonysalinas@hotmail.com
1700;20/Sep/05;-universidad-abierta-interamericana;Bioquímica;;Derek-clark;M;;;Adrian-maturano;Jason73@gmail.com
1701;20/Oct/10;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Katie-dalton;F;;;Casimiro-gomez;Lopezmichael@hotmail.com
1702;20/Oct/02;-universidad-abierta-interamericana;Ciencias-veterinarias;;Tina-olson;F;;;Ricardo-rojas;Uobrien@gmail.com
1703;20/Dec/26;-universidad-abierta-interamericana;Licenciatura-en-artes;;Ryan-larson;M;;;Colonia-la-marta;Jeffrey53@yahoo.com
1704;21/Jan/30;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Cynthia-white;F;;;Esmeralda;Linda30@yahoo.com
1705;20/Nov/21;-universidad-abierta-interamericana;Agronomía;;April-patel;F;;;Membrillar;Kdominguez@yahoo.com
1706;20/Oct/24;-universidad-abierta-interamericana;Actuario-;;Christopher-miller;M;;;Arroyo;Kelleyandrew@hotmail.com
1707;20/Nov/14;-universidad-abierta-interamericana;Diseño-industrial;;Jessica-anderson;F;;;General-gutierrez;Markmiller@hotmail.com
1708;20/Dec/03;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Rhonda-collins;F;;;Campo-castro;Hoffmanjonathan@yahoo.com
1709;20/Nov/17;-universidad-abierta-interamericana;Licenciatura-en-artes;;Miss-becky-anderson;F;;;Estacion-saladas;Christineross@gmail.com
1710;21/Jan/25;-universidad-abierta-interamericana;Ingeniería-electrónica;;Tina-lee;F;;;Indio-rico;Watsonmary@gmail.com
1711;20/Oct/27;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Rachael-thomas;F;;;Kilometro-208;Chrisphillips@gmail.com
1712;20/Dec/10;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Julia-nelson;F;;;An-aike;Lisa94@yahoo.com
1713;20/Nov/20;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Heather-price;F;;;El-perdido-est-jose-guisasola;Milesstephen@gmail.com
1714;20/Dec/21;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Sherry-durham;F;;;Abra-rica;Rramirez@yahoo.com
1715;20/Sep/10;-universidad-abierta-interamericana;Técnico-para-bioterios-;;John-jordan;M;;;Monte-chingolo;Tasha78@hotmail.com
1716;20/Nov/26;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Mikayla-wright;F;;;El-brete;Xbean@yahoo.com
1717;21/Jan/02;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Julie-bradford;F;;;Alto-verde;Aschroeder@hotmail.com
1718;20/Dec/07;-universidad-abierta-interamericana;Arquitectura;;Daniel-shepard;M;;;Arroyo-del-pescado;Rogerstammy@hotmail.com
1719;20/Dec/03;-universidad-abierta-interamericana;Contador-público-;;Angela-miller;F;;;Arroyo-quintana;Hgrant@hotmail.com
1720;21/Jan/05;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Paul-ramirez;M;;;Centinela;Wardanna@hotmail.com
1721;20/Oct/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Debbie-thompson;F;;;Avena;Tamara01@gmail.com
1722;20/Oct/31;-universidad-abierta-interamericana;Ingeniería-en-informática;;Debbie-weaver;F;;;Acheral;Hcalderon@hotmail.com
1723;20/Nov/18;-universidad-abierta-interamericana;Ingeniería-en-informática;;Alexandra-malone;F;;;23-de-agosto;Wobrien@gmail.com
1724;20/Dec/29;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Shannon-johnson;F;;;Paso-de-los-andes;Millerjames@gmail.com
1725;20/Dec/28;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Nicole-hicks;F;;;Campo-garcia;Mooresarah@gmail.com
1726;20/Nov/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Robert-vang;M;;;La-pastora;Williamsonvincent@yahoo.com
1727;20/Sep/26;-universidad-abierta-interamericana;Contador-público-;;Kevin-allen;M;;;Capihuas;Ddennis@yahoo.com
1728;21/Jan/16;-universidad-abierta-interamericana;Licenciatura-en-artes;;Heather-smith;F;;;Balde-ahumada;Ljimenez@yahoo.com
1729;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Michael-lopez;M;;;Bouquet;Srich@gmail.com
1730;20/Dec/30;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Tracy-livingston;F;;;Aguadita;Ibaker@gmail.com
1731;20/Oct/09;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Sara-romero;F;;;Cañadon-caliente;Zjohnson@gmail.com
1732;20/Sep/14;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Mark-fischer;M;;;Puesto-de-isla;Lucasjillian@gmail.com
1733;20/Nov/24;-universidad-abierta-interamericana;Contador-público-;;Timothy-trevino;M;;;6-de-septiembre;Wooddaniel@yahoo.com
1734;20/Nov/11;-universidad-abierta-interamericana;Arquitectura;;Melanie-gray;F;;;Atalaya;Padillajason@yahoo.com
1735;20/Nov/11;-universidad-abierta-interamericana;Actuario-;;Gavin-acosta;M;;;Desvio-kilometro-234;Seanpotter@hotmail.com
1736;20/Nov/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Mr.-derrick-vazquez;M;;;Benitez;Georgeashley@gmail.com
1737;20/Nov/17;-universidad-abierta-interamericana;Ingeniería-electrónica;;Timothy-white;M;;;Arroyo-ceibo;Mpage@gmail.com
1738;21/Jan/10;-universidad-abierta-interamericana;Agronomía;;Dawn-shepard;F;;;Bahia-cracher;Burgessjoel@yahoo.com
1739;21/Jan/14;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Craig-frey;M;;;El-cipres;Ebutler@hotmail.com
1740;20/Oct/13;-universidad-abierta-interamericana;Arquitectura;;William-smith;M;;;Alfalad;Sharonkent@gmail.com
1741;20/Dec/21;-universidad-abierta-interamericana;Contador-público-;;Jon-harris;M;;;Chiclana;Wmartin@gmail.com
1742;21/Jan/16;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;David-mcdaniel;M;;;Diaz;Nicholaserickson@yahoo.com
1743;20/Nov/01;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Michael-johnson;M;;;Colpes;Nicolehamilton@gmail.com
1744;20/Oct/04;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Patrick-edwards;M;;;Villa-santos-tesei;Brettmoore@gmail.com
1745;20/Oct/08;-universidad-abierta-interamericana;Arquitectura;;Laura-garcia;F;;;Los-gauchos;Jessica43@gmail.com
1746;20/Oct/27;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Jeffrey-vega;M;;;Alvarez-jonte;Seancortez@gmail.com
1747;20/Oct/25;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Mrs.-andrea-murphy;F;;;Balneario-la-caleta;Asims@gmail.com
1748;20/Sep/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Brittany-smith;F;;;Villa-saboya;Qmarquez@gmail.com
1749;20/Oct/12;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Bianca-wilson;F;;;Cantera-aguirre;Kimberlymccarthy@yahoo.com
1750;20/Sep/15;-universidad-abierta-interamericana;Contador-público-;;Susan-austin;F;;;Arroyo-claro;Brucejimenez@gmail.com
1751;20/Oct/15;-universidad-abierta-interamericana;Diseño-industrial;;James-hernandez;M;;;De-la-canal;Lesterlauren@gmail.com
1752;20/Sep/07;-universidad-abierta-interamericana;Ingeniería-electrónica;;Nicholas-ferguson;M;;;El-talar;Dominguezgabriel@yahoo.com
1753;20/Oct/05;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Matthew-collins;M;;;Arrascaeta;Ibishop@hotmail.com
1754;20/Sep/19;-universidad-abierta-interamericana;Medicina;;Kevin-simpson;M;;;Aguas-verdes;Harriscynthia@yahoo.com
1755;20/Sep/21;-universidad-abierta-interamericana;Bioquímica;;Betty-dominguez;F;;;Caseros;Chase31@yahoo.com
1756;20/Sep/25;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Jorge-graham;M;;;La-lucila-del-mar;Gloria41@hotmail.com
1757;20/Nov/23;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Scott-velasquez;M;;;Barrio-emir-ramon-juarez;Barbarajames@gmail.com
1758;21/Jan/15;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Ronald-russell;M;;;El-potrero;Tamara89@yahoo.com
1759;20/Nov/19;-universidad-abierta-interamericana;Contador-público-;;Madison-myers-dvm;F;;;Campo-gimenez;Jarnold@hotmail.com
1760;20/Sep/18;-universidad-abierta-interamericana;Arquitectura;;John-brown;M;;;La-legua;Michael09@yahoo.com
1761;20/Dec/11;-universidad-abierta-interamericana;Bioquímica;;Allison-johnson;F;;;Colonia-rusa;Nancymckinney@yahoo.com
1762;20/Oct/28;-universidad-abierta-interamericana;Ingeniería-en-informática;;Megan-pierce;F;;;Agua-de-las-palomas;Michellecollins@yahoo.com
1763;20/Oct/30;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Amy-richard;F;;;Boeuf;Leahgriffin@hotmail.com
1764;20/Oct/19;-universidad-abierta-interamericana;Diseño-industrial;;James-williams;M;;;El-horno;Mayheather@gmail.com
1765;20/Nov/04;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Russell-valenzuela;M;;;Luis-chico;Lori30@gmail.com
1766;20/Nov/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Fred-villanueva;M;;;Costa-del-este;Isaiah66@hotmail.com
1767;21/Jan/16;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Colin-jones;M;;;Arroyo-las-minas;Aspencer@gmail.com
1768;20/Dec/04;-universidad-abierta-interamericana;Contador-público-;;Daniel-davis;M;;;Cabure;Nicholas03@gmail.com
1769;20/Sep/18;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Sarah-webster;F;;;Cañada-la-rica;Todd56@gmail.com
1770;20/Sep/02;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Marvin-patterson;M;;;Aguas-buenas;Raymondterri@yahoo.com
1771;20/Nov/05;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Scott-downs;M;;;Dock-sud;Rachel34@gmail.com
1772;20/Oct/31;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Kelsey-oneal;F;;;Agua-del-simbol;Robertsonclayton@yahoo.com
1773;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Julia-rodriguez;F;;;Coronel-charlone;Dennisstephanie@yahoo.com
1774;20/Oct/01;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Tiffany-daniels;F;;;Centro-agricola-el-pato;Mhall@hotmail.com
1775;20/Oct/09;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Jesse-burke;M;;;Alegria;Stewartjohn@hotmail.com
1776;20/Dec/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Nicole-cunningham;F;;;Barrio-indio-trompa;Denisepruitt@hotmail.com
1777;21/Jan/07;-universidad-abierta-interamericana;Ingeniería-en-informática;;Nathan-oconnell;M;;;Ocho-vados;Ashleyferguson@hotmail.com
1778;20/Sep/25;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Sarah-rogers;F;;;Alto-grande;Brittany76@yahoo.com
1779;21/Jan/20;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Connor-heath;M;;;Almacen-castro;Bakerjoshua@gmail.com
1780;21/Jan/20;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Jake-martin;M;;;Realico;Kingtodd@hotmail.com
