university,career,inscription_date,last_name,first_name,gender,age,postal_code,location,email,birth_date
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/07,william york,,m,0,,berraondo,huntthomas@hotmail.com,1931/01/22
universidad tecnológica nacional,licenciatura en sociología ,2020/10/02,brian cardenas,,m,0,,alicura,jennifer44@hotmail.com,2014/06/03
universidad tecnológica nacional,arquitectura,2020/09/23,susan may,,f,0,,anillaco,ericalee@yahoo.com,1978/09/25
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/26,robert erickson,,m,0,,cutral co,cooperjeremiah@gmail.com,1978/11/19
universidad tecnológica nacional,licenciatura en administración ,2020/10/10,debbie moore,,f,0,,chumbicha,gardnersandra@hotmail.com,1966/05/29
universidad tecnológica nacional,técnico para bioterios ,2020/12/19,michael jackson,,m,0,,b los aromos san patricio,jason20@hotmail.com,1983/08/28
universidad tecnológica nacional,bioquímica,2020/11/07,jason rodriguez,,m,0,,la oriental,cookwilliam@hotmail.com,1932/07/03
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/28,nicholas moore,,m,0,,colonia belga americana,michaelowen@hotmail.com,1925/05/14
universidad tecnológica nacional,actuario ,2020/11/17,jared perez,,m,0,,arroyo manganga,diane09@gmail.com,1999/12/11
universidad tecnológica nacional,arquitectura,2021/01/22,ryan johnson,,m,0,,estacion mazan,ibrown@hotmail.com,1994/12/10
universidad tecnológica nacional,contador público ,2021/01/27,mr. john hopkins,,m,0,,abra guazu,evanszachary@gmail.com,1972/01/04
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/07,mary elliott,,f,0,,pellegrini,schwartzjenna@gmail.com,2018/02/09
universidad tecnológica nacional,licenciatura en sociología ,2020/09/04,jason macdonald,,m,0,,alcete,christophermoon@gmail.com,1961/12/13
universidad tecnológica nacional,medicina,2021/01/03,natalie goodwin,,f,0,,la punta,sandovalchristopher@yahoo.com,1989/05/22
universidad tecnológica nacional,licenciatura en psicología,2020/09/27,anthony reilly,,m,0,,colhue huapi,craigchapman@yahoo.com,1907/07/03
universidad tecnológica nacional,ingeniería mecánica,2020/09/17,jeremiah gutierrez,,m,0,,bella union paraje,nramos@gmail.com,1962/08/17
universidad tecnológica nacional,licenciatura en psicología,2020/10/23,ricky jones,,m,0,,cramer,leah62@hotmail.com,1995/04/26
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/09,robert anderson,,m,0,,colonia celina,kylie62@gmail.com,1970/06/23
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/18,jacob chase,,m,0,,la pelada,manndavid@hotmail.com,1928/10/23
universidad tecnológica nacional,bioquímica,2020/12/12,melinda curry,,f,0,,abra de pives,ericperez@gmail.com,1921/06/18
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/21,michael olsen,,m,0,,boulogne,cynthiamarquez@hotmail.com,1910/08/31
universidad tecnológica nacional,ciencias veterinarias,2020/11/09,matthew davis,,m,0,,colonia duran,murphyjulia@hotmail.com,1931/03/29
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/10,jeffrey lewis,,m,0,,gorchs,irodriguez@hotmail.com,1945/06/19
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/08,shannon ramos,,f,0,,la gama,cynthiaroberts@gmail.com,1933/10/25
universidad tecnológica nacional,licenciatura en sociología ,2020/11/02,robert taylor,,m,0,,alejandra,rebeccaflores@yahoo.com,1955/09/20
universidad tecnológica nacional,licenciatura en sociología ,2021/01/04,hannah harris,,f,0,,campo crisol,cordovaglen@hotmail.com,1987/02/14
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/12,brett keller,,m,0,,colonia avellaneda,mhudson@gmail.com,1999/07/28
universidad tecnológica nacional,actuario ,2020/09/28,emma hughes,,f,0,,acevedo,hallcourtney@yahoo.com,2009/07/05
universidad tecnológica nacional,farmacia,2021/01/28,charles krueger,,m,0,,colonia gobernador ayala,jacksontimothy@hotmail.com,2001/10/17
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/20,judy casey,,f,0,,el retiro,barnesmichael@hotmail.com,1966/01/07
universidad tecnológica nacional,diseño industrial,2020/12/08,john thompson,,m,0,,abra del tafi,eadams@hotmail.com,1972/07/20
universidad tecnológica nacional,licenciatura en psicología,2020/11/22,ms. ashley coleman,,f,0,,hospital necochea,jenniferleon@yahoo.com,1958/06/18
universidad tecnológica nacional,arquitectura,2020/12/10,lisa wilkerson,,f,0,,martin coronado,nwilliams@hotmail.com,1976/02/08
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/13,ashley coffey,,f,0,,anta,stephen89@yahoo.com,1915/08/14
universidad tecnológica nacional,diseño industrial,2021/01/13,samuel walker,,m,0,,chovet,jessicawise@yahoo.com,2020/01/17
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/24,jordan beltran,,m,0,,juan maria gutierrez,lisa05@gmail.com,1964/08/23
universidad tecnológica nacional,actuario ,2020/09/29,steven hawkins,,m,0,,acassuso,piercecalvin@gmail.com,1990/11/01
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/27,timothy mitchell,,m,0,,empalme frontera,manuel22@hotmail.com,1938/06/02
universidad tecnológica nacional,medicina,2020/12/12,nicole brown,,f,0,,kilometro 125,stonemichelle@gmail.com,1952/05/06
universidad tecnológica nacional,medicina,2020/12/21,megan jenkins,,f,0,,aguada grande,jeffery42@yahoo.com,1920/04/28
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/13,kerry smith,,m,0,,alagon,herbertmcneil@gmail.com,1973/07/03
universidad tecnológica nacional,medicina,2021/01/07,rachel ross,,f,0,,aparzo,garciaveronica@hotmail.com,1921/02/07
universidad tecnológica nacional,diseño industrial,2020/09/08,elizabeth smith,,f,0,,abra,wallacelarry@yahoo.com,2006/05/31
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/23,shane henderson,,m,0,,anguinan,sethgould@yahoo.com,1945/02/06
universidad tecnológica nacional,agronomía,2021/01/24,donald taylor,,m,0,,villa saboya,silvacolton@hotmail.com,2011/04/10
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/22,melissa barker,,f,0,,crotto,rebeccasanchez@yahoo.com,1954/06/19
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/05,linda oliver,,f,0,,nelson,ramirezeric@gmail.com,1951/07/10
universidad tecnológica nacional,contador público ,2020/12/02,madeline hunter,,f,0,,arrascaeta,spencerevans@yahoo.com,2021/06/18
universidad tecnológica nacional,ciencias veterinarias,2021/01/10,riley dodson,,m,0,,bella vista,dstanton@gmail.com,1923/02/09
universidad tecnológica nacional,licenciatura en administración ,2020/11/09,patricia lopez,,f,0,,lomas del rio lujan,vpowell@yahoo.com,1937/03/23
universidad tecnológica nacional,técnico para bioterios ,2020/12/21,alexander ross,,m,0,,villa de mayo,langjames@gmail.com,1981/03/17
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/19,gloria cooper,,f,0,,comodoro rivadavia,joycebyrd@gmail.com,2013/09/17
universidad tecnológica nacional,bioquímica,2020/09/12,emily sampson,,f,0,,correntoso,victoria68@hotmail.com,1954/10/11
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/19,stephen garcia,,m,0,,colonia matilde,xsmith@yahoo.com,1935/09/01
universidad tecnológica nacional,licenciatura en administración ,2020/09/29,terri goodwin,,f,0,,barrio la luisa,roger79@yahoo.com,1980/08/18
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/12/13,emily ware,,f,0,,aparicio cue,wilsonnancy@hotmail.com,1970/09/14
universidad tecnológica nacional,bioquímica,2020/09/17,kristine hernandez,,f,0,,30 de agosto,georgerobles@yahoo.com,1910/02/06
universidad tecnológica nacional,medicina,2020/12/22,john dawson,,m,0,,calilegua,kennedyscott@yahoo.com,1967/09/28
universidad tecnológica nacional,diseño de imagen y sonido,2020/12/09,patricia owens,,f,0,,cuartel v,hodgejoshua@yahoo.com,1908/10/10
universidad tecnológica nacional,ingeniería mecánica,2020/10/17,taylor gallagher,,f,0,,armstrong,jeffrey34@gmail.com,1911/03/19
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/21,elizabeth knight,,f,0,,cuesta del ternero,kennedykelly@gmail.com,2020/04/07
universidad tecnológica nacional,arquitectura,2020/09/29,kevin burgess,,m,0,,manuel ocampo,greenpatrick@yahoo.com,1967/07/14
universidad tecnológica nacional,medicina,2020/11/12,frank luna,,m,0,,barrancas,robert45@yahoo.com,2009/02/28
universidad tecnológica nacional,medicina,2020/09/22,daisy schneider,,f,0,,ingeniero balbin,whenry@yahoo.com,1982/08/26
universidad tecnológica nacional,ingeniería mecánica,2020/09/29,benjamin norman,,m,0,,colonia belgrano,heathergill@yahoo.com,1927/02/20
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/21,victoria krueger,,f,0,,arbol verde,justin80@gmail.com,1948/10/24
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/17,kimberly meyers,,f,0,,el pimpollo,timothymyers@gmail.com,1907/07/06
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/04,derrick jenkins,,m,0,,villa dominico,frank72@gmail.com,1949/09/01
universidad tecnológica nacional,actuario ,2020/12/18,dr. ryan skinner,,m,0,,aguirre cue,shaunmiles@hotmail.com,1964/03/03
universidad tecnológica nacional,ingeniería en informática,2020/12/29,mr. christopher williams,,m,0,,campo sabate,rosariorenee@yahoo.com,1917/12/12
universidad tecnológica nacional,licenciatura en administración ,2021/01/16,thomas reed,,m,0,,condarco,fward@hotmail.com,2004/02/16
universidad tecnológica nacional,licenciatura en psicología,2021/01/28,kristin smith,,f,0,,baños lunlunta,esandoval@hotmail.com,1967/05/14
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/07,robert cain,,m,0,,aguada san roque,herrerajesse@yahoo.com,1931/04/08
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/25,angela green,,f,0,,escuela agricola don bosco,mcmahonkimberly@yahoo.com,1983/08/15
universidad tecnológica nacional,medicina,2021/01/27,amanda allen,,f,0,,kilometro 374,floydvincent@yahoo.com,1935/09/14
universidad tecnológica nacional,agronomía,2020/09/10,ashley martinez,,f,0,,acasape,michellelewis@hotmail.com,1960/08/04
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/16,jonathan jacobs,,m,0,,estacion saladas,estephens@yahoo.com,1910/02/08
universidad tecnológica nacional,ingeniería mecánica,2021/02/01,allison fischer,,f,0,,las quintas,nwhite@gmail.com,2000/06/11
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/25,amber mcbride,,f,0,,bañado norte,matthewvincent@hotmail.com,1933/04/10
universidad tecnológica nacional,farmacia,2020/11/29,laura dawson,,f,0,,benitez,tpetty@gmail.com,1959/07/06
universidad tecnológica nacional,diseño industrial,2020/10/27,marcus houston,,m,0,,agua amarilla la hoyada,jennifer61@hotmail.com,1924/11/29
universidad tecnológica nacional,ingeniería mecánica,2020/11/06,debbie bell,,f,0,,campo yaguarete,cookjohn@gmail.com,1968/01/27
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/13,stacey jenkins,,f,0,,longchamps,bduncan@yahoo.com,1909/11/29
universidad tecnológica nacional,ingeniería en informática,2020/11/16,catherine norris,,f,0,,estrada,steverodriguez@hotmail.com,1990/05/25
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/20,christopher castaneda,,m,0,,sierra de la ventana,fmcgee@yahoo.com,1910/05/17
universidad tecnológica nacional,ciencias veterinarias,2021/01/19,eric jones,,m,0,,bagual,nicholas52@gmail.com,1939/11/07
universidad tecnológica nacional,bioquímica,2020/12/23,steven mills,,m,0,,aguada de las tejas,achan@hotmail.com,1939/07/25
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/28,matthew bennett,,m,0,,aeropuerto ezeiza,tanderson@gmail.com,1986/05/31
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/11/28,paul miller,,m,0,,dique toma,elizabeth52@hotmail.com,1962/05/19
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/09,william brooks,,m,0,,la porteña,brendan63@yahoo.com,1957/10/02
universidad tecnológica nacional,ingeniería electrónica,2020/12/28,david herman,,m,0,,colonia roca,michael59@gmail.com,1908/02/01
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/16,mark wright,,m,0,,cañada de gomez,brandonsmith@yahoo.com,1956/04/10
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/12/13,andrew robbins,,m,0,,17 de agosto,esullivan@yahoo.com,1921/07/24
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/03,daniel palmer,,m,0,,benito juarez,craigjackson@gmail.com,1911/11/06
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/09,alice fitzgerald,,f,0,,firmat,xkelly@hotmail.com,1923/10/07
universidad tecnológica nacional,licenciatura en administración ,2020/10/14,kimberly rivera,,f,0,,antonio tomas,matthew90@hotmail.com,1936/11/04
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/20,madison sims,,f,0,,colonia bella italia,isaac95@gmail.com,1972/01/06
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/20,sara andrews,,f,0,,balneario oceano,anthonydoyle@hotmail.com,1942/06/08
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/26,samuel greer,,m,0,,caimancito,tonyamora@hotmail.com,1915/03/18
universidad tecnológica nacional,licenciatura en sociología ,2021/01/18,laura bennett,,f,0,,colonia bella italia,choichristine@gmail.com,1942/08/05
universidad tecnológica nacional,ingeniería en informática,2021/01/13,dana thomas,,f,0,,valle de las leñas,stephen32@yahoo.com,1971/10/21
universidad tecnológica nacional,ciencias veterinarias,2020/10/29,ms. jill li md,,f,0,,comandante nicanor otamendi,vwood@yahoo.com,1911/08/09
universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/17,chase reed,,m,0,,guillermo e hudson,wtyler@gmail.com,1980/07/31
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/03,michael smith,,m,0,,costa del este,davisandrea@yahoo.com,1979/02/20
universidad tecnológica nacional,ingeniería mecánica,2020/11/21,bruce colon,,m,0,,arteaga,ijoseph@yahoo.com,1997/02/19
universidad tecnológica nacional,diseño industrial,2021/01/10,valerie garcia,,f,0,,san isidro,linda96@gmail.com,1956/12/15
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/25,joseph carroll,,m,0,,albardon,ctaylor@yahoo.com,1991/12/12
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/10/21,james simpson,,m,0,,almirante solier,mfigueroa@hotmail.com,1928/06/25
universidad tecnológica nacional,bioquímica,2020/10/02,ashley salas,,f,0,,cura malal,michelle25@yahoo.com,2011/07/03
universidad tecnológica nacional,bioquímica,2020/12/01,russell houston,,m,0,,colonia cello,maryadams@yahoo.com,1949/09/05
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/22,derrick thornton,,m,0,,abramo,tmcgee@yahoo.com,1959/10/01
universidad tecnológica nacional,licenciatura en sociología ,2021/01/13,cindy chavez,,f,0,,buena nueva,krystal92@gmail.com,1963/05/11
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/23,eric shields,,m,0,,colonia morgan,qknight@hotmail.com,1930/11/26
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/23,michael curtis,,m,0,,d orbigny,emilywatson@yahoo.com,1967/04/24
universidad tecnológica nacional,licenciatura en sociología ,2020/09/10,shannon thomas,,f,0,,arroyo de la ventana,sean51@yahoo.com,2014/07/19
universidad tecnológica nacional,actuario ,2020/09/10,james willis,,m,0,,asuncion maria,pgriffin@yahoo.com,1923/06/20
universidad tecnológica nacional,licenciatura en psicología,2020/12/28,robert jones,,m,0,,capdepont,xmcdonald@hotmail.com,1956/10/15
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/28,michael medina,,m,0,,ricardo rojas,lawrencestacy@gmail.com,1996/09/08
universidad tecnológica nacional,licenciatura en psicología,2021/02/01,andrea cunningham,,f,0,,calchaqui,davidwhite@gmail.com,2007/10/26
universidad tecnológica nacional,ciencias veterinarias,2021/01/01,thomas johnson,,m,0,,florida,luistucker@hotmail.com,1913/11/21
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/11,james stevens,,m,0,,el jupiter,jennifer78@yahoo.com,1937/02/21
